,2015-8-24,http://www.apinpai.com/,我;张国荣;80;励志,  273,1447.1700
1024,2015-12-4,http://www.movie.com/dor/,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
1025,2015-7-27,http://www.denghuo.com/,光辉岁月;beyond;80;励志,221.0,1877.29
1026,2015-3-29,http://www.wanxn.com/,同道中人;张国荣;80;励志,146.0,917.4
1027,2015-12-29,http://www.movie.com/bor/,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
1028,2015-4-22,http://info.tianya.cn,让我们荡起双桨;小蓓蕾组合;90;儿歌,123.0,1485.86
1029,2015-12-7,http://www.movie.com/bor/,《少年班》;2015.6.19;2015.7.19;工夫影业；华谊兄弟;肖洋;孙红雷，周冬雨，董子健，王栎鑫，李佳奇，夏天，王森;青春、校园、喜剧;票房（万）5068.7 ;5.7 ;,,
1030,2015-12-21,http://www.movie.com/bor/12386／,《闯入者》;2015.4.30;2015.5.24;冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团;王小帅;吕中，秦海璐，冯远征，秦昊，石榴;剧情、犯罪;票房（万）1003.6 ;7.6 ;,,
1031,2015-3-2,http://bj.454.cn/,永远不要说放弃;童安格;80;励志,24.0,1460.62
1032,2015-8-5,http://www.denghuo.com/,逃脱;李玟;90;伤感,242.0,399.87
1033,2015-12-7,http://www.movie.com/dor/,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;,,
1034,2015-4-23,http://www.mouxiao.com/,同道中人;张国荣;80;励志,176.0,804.07
1035,2015-8-15,http://www.wuhan58.com/index.php,路...一直都在;陈奕迅;90;励志,214.0,674.68
1036,2015-8-24,http://www.yifawang.cn/,一起走过的日子;刘德华;80;伤感,148.0,1720.29
1037,2015-12-23,http://www.movie.com/bor/,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
1038,2015-4-19,http://bj.454.cn/,my way;张敬轩;90;励志,22.0,1145.27
1039,2015-4-10,http://www.jieu.com/,我;张国荣;80;励志,25.0,172.32
1040,2015-12-4,http://www.movie.com/bor/,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
1041,2015-4-14,http://www.jieu.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,154.0,1245.25
1042,2015-7-4,http://www.apinpai.com/,光辉岁月;beyond;80;励志,168.0,540.25
1043,2015-5-29,http://beijing.faxinxi.cn/,给所有知道我名字的人;赵传;80;励志,52.0,1739.27
1044,2015-12-2,http://www.movie.com/bor/12386／,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;,,
1045,2015-12-22,http://www.movie.com/bor/,《闯入者》;2015.4.30;2015.5.24;冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团;王小帅;吕中，秦海璐，冯远征，秦昊，石榴;剧情、犯罪;票房（万）1003.6 ;7.6 ;,,
1046,2015-6-9,http://www.alifenfen.com/,story of my life;bon jovi;90;励志,120.0,810.9
1047,2015-12-15,http://www.movie.com/bor/12386／,《既然青春留不住》;2015.10.23;2015.11.22;杭州和润影视有限公司;田蒙;张翰，陈乔恩，王啸坤，施予斐，贾盛强，廖娟;喜剧、爱情;票房（万）5020.3 ;4.5 ;,,
1048,2015-5-25,http://www.denghuo.com/,从头再来;刘欢;90;励志,80.0,675.39
1049,2015-12-6,http://www.movie.com/bor/12386／,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
1050,2015-12-12,http://www.movie.com/dor/,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;,,
1051,2015-12-3,http://www.movie.com/bor/12386／,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
1052,2015-5-31,http://www.ezxun.com/,拔萝卜;小蓓蕾组合;90;儿歌,143.0,922.6
1053,2015-6-16,http://beijing.faxinxi.cn/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,286.0,1206.25
1054,2015-5-23,http://beijing.hand2hand.cn/,数鸭子;少儿歌曲;90;儿歌,240.0,594.17
1055,2015-8-29,http://www.010y.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,74.0,469.35
1056,2015-5-19,http://www.jieu.com/,路...一直都在;陈奕迅;90;励志,144.0,683.6
1057,2015-4-23,http://beijing.hand2hand.cn/,匿名的好友;杨丞琳;90;伤感,67.0,1560.16
1058,2015-6-15,http://www.alifenfen.com/,借我;谢春花;90;伤感,145.0,1267.18
1059,2015-5-28,http://beijing.hand2hand.cn/,firework;katy perry;90;励志,11.0,1364.54
1060,2015-7-27,http://www.qudee.com/,my way;张敬轩;90;励志,197.0,1776.48
1061,2015-4-12,http://www.mouxiao.com/,屋顶;温岚;80;励志,98.0,390.9
1062,2015-12-17,http://www.movie.com/dor/,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
1063,2015-7-15,http://beijing.hand2hand.cn/,无悔这一生;beyond;80;励志,184.0,943.07
1064,2015-4-11,http://www.jieu.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,165.0,223.19
1065,2015-7-29,http://bj.qu114.com/,忘记拥抱;a-lin;80;伤感,177.0,1800.59
1066,2015-4-24,http://beijing.hand2hand.cn/,逃脱;李玟;90;伤感,147.0,572.66
1067,2015-5-19,http://www.wuhan58.com/index.php,最冷一天;陈奕迅;90;伤感,239.0,1552.88
1068,2015-5-23,http://www.99inf.com/,同道中人;张国荣;80;励志,19.0,1611.7
1069,2015-7-6,http://www.qudee.com/,借过;容祖儿;90;伤感,41.0,615.75
1070,2015-8-29,http://info.tianya.cn,感恩的心;欧阳菲菲;90;励志,272.0,853.77
1071,2015-8-30,http://www.yifawang.cn/,太阳星辰;张学友;80;励志,173.0,711.53
1072,2015-8-6,http://www.favolist.com/,逃脱;李玟;90;伤感,13.0,764.88
1073,2015-5-26,http://beijing.hand2hand.cn/,屋顶;温岚;80;励志,146.0,1106.61
1074,2015-6-4,http://www.ezxun.com/,忘记拥抱;a-lin;80;伤感,233.0,405.97
1075,2015-12-22,http://www.movie.com/bor/,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;,,
1076,2015-8-3,http://www.qiyi123.com/,从头再来;刘欢;90;励志,131.0,472.76
1077,2015-6-7,http://www.apinpai.com/,firework;katy perry;90;励志,225.0,1312.18
1078,2015-8-4,http://www.ezxun.com/,壮志雄心;李克勤;90;励志,131.0,495.9
1079,2015-12-9,http://www.movie.com/bor/12386／,《探灵档案》;2015.3.7;2015.3.22;壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司;彭发;马浴柯，吴昕，潘粤明，王景春，莫小棋，朱雨辰，洪天明，陈国坤，刘颖仪;悬疑，惊悚;票房（万）334.1 ;5.6 ;,,
1080,2015-12-1,http://www.movie.com/bor/,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
1081,2015-4-19,http://www.yifawang.cn/,匿名的好友;杨丞琳;90;伤感,72.0,683.8
1082,2015-7-2,http://www.denghuo.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,191.0,626.14
1083,2015-4-7,http://www.ezxun.com/,我心是海洋;蔡琴;80;励志,223.0,1063.83
1084,2015-8-28,http://www.qudee.com/,借过;容祖儿;90;伤感,246.0,555.05
1085,2015-12-13,http://www.movie.com/dor/,《探灵档案》;2015.3.7;2015.3.22;壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司;彭发;马浴柯，吴昕，潘粤明，王景春，莫小棋，朱雨辰，洪天明，陈国坤，刘颖仪;悬疑，惊悚;票房（万）334.1 ;5.6 ;,,
1086,2015-3-11,http://www.alifenfen.com/,忘记拥抱;a-lin;80;伤感,157.0,163.52
1087,2015-3-25,http://www.ezxun.com/,忘记拥抱;a-lin;80;伤感,81.0,340.52
1088,2015-12-11,http://www.movie.com/dor/,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;,,
1089,2015-12-1,http://www.movie.com/bor/12386／,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;,,
1090,2015-6-25,http://beijing.faxinxi.cn/,屋顶;温岚;80;励志,149.0,1846.2
1091,2015-12-18,http://www.movie.com/bor/12386／,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;,,
1092,2015-12-10,http://www.movie.com/bor/12386／,《探灵档案》;2015.3.7;2015.3.22;壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司;彭发;马浴柯，吴昕，潘粤明，王景春，莫小棋，朱雨辰，洪天明，陈国坤，刘颖仪;悬疑，惊悚;票房（万）334.1 ;5.6 ;,,
1093,2015-7-20,http://www.apinpai.com/,一起走过的日子;刘德华;80;伤感,86.0,1825.63
1094,2015-4-14,http://www.99inf.com/,爱让世界更美;童安格;90;励志,233.0,913.94
1095,2015-4-20,http://www.ezxun.com/,太阳星辰;张学友;80;励志,205.0,585.67
1096,2015-8-8,http://www.ezxun.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,286.0,558.36
1097,2015-4-24,http://www.wuhan58.com/index.php,加油;林俊杰/mc hotdog;90;励志,62.0,951.93
1098,2015-7-14,http://www.qiyi123.com/,空壳;陈慧敏;90;伤感,95.0,1608.76
1099,2015-3-1,http://www.99inf.com/,空壳;陈慧敏;90;伤感,27.0,700.59
1100,2015-3-16,http://www.wuhan58.com/index.php,我心是海洋;蔡琴;80;励志,121.0,745.24
1101,2015-8-5,http://www.ezxun.com/,the climb;miley cyrus;80;励志,244.0,1638.52
1102,2015-12-12,http://www.movie.com/bor/,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
1103,2015-4-23,http://www.wuhan58.com/index.php,最冷一天;陈奕迅;90;伤感,155.0,102.08
1104,2015-8-21,http://www.yifawang.cn/,我心是海洋;蔡琴;80;励志,219.0,627.74
1105,2015-7-25,http://beijing.faxinxi.cn/,the climb;miley cyrus;80;励志,88.0,238.39
1106,2015-8-9,http://www.denghuo.com/,给所有知道我名字的人;赵传;80;励志,210.0,997.26
1107,2015-6-8,http://www.ezxun.com/,永远不要说放弃;童安格;80;励志,46.0,1812.09
1108,2015-6-15,http://www.mouxiao.com/,星;邓丽君;80;励志,13.0,1551.09
1109,2015-12-21,http://www.movie.com/dor/,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
1110,2015-3-12,http://www.wuhan58.com/index.php,光辉岁月;beyond;80;励志,13.0,1723.0
1111,2015-5-20,http://www.010y.com/,无悔这一生;beyond;80;励志,171.0,711.85
1112,2015-12-25,http://www.movie.com/bor/,《既然青春留不住》;2015.10.23;2015.11.22;杭州和润影视有限公司;田蒙;张翰，陈乔恩，王啸坤，施予斐，贾盛强，廖娟;喜剧、爱情;票房（万）5020.3 ;4.5 ;,,
1113,2015-5-8,http://www.mouxiao.com/,无悔这一生;beyond;80;励志,77.0,1803.24
1114,2015-5-27,http://www.99inf.com/,我心是海洋;蔡琴;80;励志,204.0,324.86
1115,2015-12-5,http://www.movie.com/bor/12386／,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
1116,2015-6-17,http://www.mouxiao.com/,加油;林俊杰/mc hotdog;90;励志,223.0,886.41
1117,2015-8-20,http://www.99inf.com/,忘记拥抱;a-lin;80;伤感,133.0,882.57
1118,2015-12-25,http://www.movie.com/bor/,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
1119,2015-5-8,http://www.wuhan58.com/index.php,拔萝卜;小蓓蕾组合;90;儿歌,92.0,458.01
1120,2015-8-26,http://beijing.hand2hand.cn/,从头再来;刘欢;90;励志,18.0,300.47
1121,2015-5-6,http://www.alifenfen.com/,最冷一天;陈奕迅;90;伤感,29.0,928.88
1122,2015-8-7,http://info.tianya.cn,无悔这一生;beyond;80;励志,209.0,1159.16
1123,2015-8-14,http://bj.454.cn/,数鸭子;少儿歌曲;90;儿歌,238.0,785.85
1124,2015-4-2,http://info.tianya.cn,最冷一天;陈奕迅;90;伤感,267.0,914.11
1125,2015-4-15,http://www.010y.com/,从头再来;刘欢;90;励志,156.0,1013.0
1126,2015-5-9,http://www.010y.com/,拔萝卜;小蓓蕾组合;90;儿歌,239.0,685.07
1127,2015-3-22,http://www.favolist.com/,空壳;陈慧敏;90;伤感,287.0,970.2
1128,2015-3-29,http://www.denghuo.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,29.0,872.94
1129,2015-12-14,http://www.movie.com/bor/12386／,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
1130,2015-6-15,http://www.010y.com/,路...一直都在;陈奕迅;90;励志,152.0,1649.0
1131,2015-7-22,http://www.010y.com/,story of my life;bon jovi;90;励志,222.0,785.72
1132,2015-12-9,http://www.movie.com/dor/,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
1133,2015-3-3,http://www.alifenfen.com/,星;邓丽君;80;励志,128.0,363.18
1134,2015-5-2,http://www.denghuo.com/,我;张国荣;80;励志,174.0,1961.04
1135,2015-3-9,http://bj.454.cn/,逃脱;李玟;90;伤感,107.0,248.27
1136,2015-12-12,http://www.movie.com/bor/12386／,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
1137,2015-5-21,http://www.ezxun.com/,给所有知道我名字的人;赵传;80;励志,249.0,208.34
1138,2015-8-2,http://www.010y.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,51.0,1144.78
1139,2015-3-29,http://beijing.faxinxi.cn/,无悔这一生;beyond;80;励志,230.0,747.74
1140,2015-3-17,http://www.ezxun.com/,the climb;miley cyrus;80;励志,181.0,325.7
1141,2015-4-13,http://www.yifawang.cn/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,58.0,328.46
1142,2015-4-8,http://www.010y.com/,壮志雄心;李克勤;90;励志,205.0,1043.05
1143,2015-3-7,http://www.mouxiao.com/,借我;谢春花;90;伤感,197.0,438.47
1144,2015-12-16,http://www.movie.com/bor/,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;,,
1145,2015-6-7,http://www.apinpai.com/,屋顶;温岚;80;励志,249.0,555.04
1146,2015-12-21,http://www.movie.com/bor/12386／,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
1147,2015-3-8,http://info.tianya.cn,从头再来;刘欢;90;励志,202.0,537.59
1148,2015-4-28,http://www.qudee.com/,爱让世界更美;童安格;90;励志,66.0,100.82
1149,2015-6-29,http://www.denghuo.com/,无悔这一生;beyond;80;励志,14.0,337.58
1150,2015-4-1,http://www.jieu.com/,像我一样骄傲;赵传;80;励志,235.0,813.52
1151,2015-4-18,http://www.wuhan58.com/index.php,给所有知道我名字的人;赵传;80;励志,259.0,1680.76
1152,2015-6-23,http://www.010y.com/,空壳;陈慧敏;90;伤感,217.0,768.71
1153,2015-7-23,http://beijing.faxinxi.cn/,无悔这一生;beyond;80;励志,53.0,287.05
1154,2015-7-23,http://bj.qu114.com/,我心是海洋;蔡琴;80;励志,116.0,115.16
1155,2015-4-3,http://www.wuhan58.com/index.php,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,281.0,967.34
1156,2015-8-13,http://www.qiyi123.com/,加油;林俊杰/mc hotdog;90;励志,220.0,466.71
1157,2015-12-9,http://www.movie.com/dor/,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;,,
1158,2015-8-7,http://www.waaku.com/,the climb;miley cyrus;80;励志,174.0,640.1
1159,2015-7-12,http://bj.qu114.com/,加油;林俊杰/mc hotdog;90;励志,153.0,883.86
1160,2015-12-14,http://www.movie.com/bor/,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;,,
1161,2015-12-2,http://www.movie.com/bor/12386／,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;,,
1162,2015-12-12,http://www.movie.com/bor/,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
1163,2015-6-18,http://www.mouxiao.com/,星;邓丽君;80;励志,113.0,723.06
1164,2015-3-1,http://www.favolist.com/,我;张国荣;80;励志,70.0,208.02
1165,2015-4-5,http://www.apinpai.com/,永远不要说放弃;童安格;80;励志,207.0,1874.02
1166,2015-8-25,http://www.denghuo.com/,the climb;miley cyrus;80;励志,175.0,1089.09
1167,2015-5-24,http://www.apinpai.com/,永远不要说放弃;童安格;80;励志,239.0,584.45
1168,2015-6-10,http://www.jieu.com/,firework;katy perry;90;励志,153.0,1944.5
1169,2015-12-1,http://www.movie.com/bor/,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
1170,2015-6-11,http://bj.qu114.com/,拔萝卜;小蓓蕾组合;90;儿歌,155.0,1202.22
1171,2015-12-15,http://www.movie.com/bor/12386／,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
1172,2015-12-3,http://www.movie.com/bor/12386／,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;,,
1173,2015-12-21,http://www.movie.com/bor/,《探灵档案》;2015.3.7;2015.3.22;壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司;彭发;马浴柯，吴昕，潘粤明，王景春，莫小棋，朱雨辰，洪天明，陈国坤，刘颖仪;悬疑，惊悚;票房（万）334.1 ;5.6 ;,,
1174,2015-8-24,http://www.mouxiao.com/,借过;容祖儿;90;伤感,164.0,335.96
1175,2015-5-27,http://www.waaku.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,20.0,1058.76
1176,2015-3-10,http://beijing.faxinxi.cn/,the climb;miley cyrus;80;励志,48.0,1207.11
1177,2015-3-3,http://www.mouxiao.com/,屋顶;温岚;80;励志,24.0,539.95
1178,2015-6-3,http://www.alifenfen.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,205.0,228.79
1179,2015-12-1,http://www.movie.com/bor/,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
1180,2015-8-5,http://www.apinpai.com/,加油;林俊杰/mc hotdog;90;励志,145.0,957.52
1181,2015-7-26,http://www.waaku.com/,屋顶;温岚;80;励志,201.0,1676.71
1182,2015-7-28,http://www.qiyi123.com/,太阳星辰;张学友;80;励志,151.0,1167.21
1183,2015-3-15,http://www.denghuo.com/,同道中人;张国荣;80;励志,123.0,1429.17
1184,2015-8-29,http://www.waaku.com/,匿名的好友;杨丞琳;90;伤感,32.0,919.37
1185,2015-7-14,http://beijing.hand2hand.cn/,星;邓丽君;80;励志,81.0,1578.07
1186,2015-6-23,http://beijing.faxinxi.cn/,my way;张敬轩;90;励志,208.0,635.83
1187,2015-6-10,http://beijing.hand2hand.cn/,匿名的好友;杨丞琳;90;伤感,185.0,913.5
1188,2015-3-20,http://www.qudee.com/,我心是海洋;蔡琴;80;励志,180.0,68.46
1189,2015-5-25,http://bj.qu114.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,142.0,1854.99
1190,2015-12-4,http://www.movie.com/bor/,《爱之初体验》;2015.8.7;2015.8.23;上海锦瑟天下影视有限公司;海涛;张超，李晓峰，张瑶，吴大维，屈菁菁，刘雅瑟，乔曦;喜剧/爱情;票房（万）321.7 ;4.7 ;,,
1191,2015-5-31,http://www.qiyi123.com/,最冷一天;陈奕迅;90;伤感,273.0,1774.61
1192,2015-6-28,http://www.jieu.com/,我;张国荣;80;励志,164.0,1951.76
1193,2015-6-8,http://www.qudee.com/,感恩的心;欧阳菲菲;90;励志,187.0,1033.21
1194,2015-8-1,http://www.jieu.com/,firework;katy perry;90;励志,243.0,888.49
1195,2015-8-7,http://www.wuhan58.com/index.php,爱让世界更美;童安格;90;励志,29.0,1462.48
1196,2015-12-10,http://www.movie.com/dor/,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
1197,2015-12-24,http://www.movie.com/bor/,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
1198,2015-3-23,http://www.favolist.com/,借过;容祖儿;90;伤感,197.0,1638.57
1199,2015-12-9,http://www.movie.com/bor/12386／,《既然青春留不住》;2015.10.23;2015.11.22;杭州和润影视有限公司;田蒙;张翰，陈乔恩，王啸坤，施予斐，贾盛强，廖娟;喜剧、爱情;票房（万）5020.3 ;4.5 ;,,
1200,2015-3-16,http://www.jieu.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,192.0,919.69
1201,2015-4-3,http://www.wanxn.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,231.0,494.27
1202,2015-3-14,http://bj.454.cn/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,276.0,1037.06
1203,2015-3-11,http://www.alifenfen.com/,最冷一天;陈奕迅;90;伤感,90.0,289.75
1204,2015-5-14,http://info.tianya.cn,星;邓丽君;80;励志,158.0,1117.11
1205,2015-8-9,http://bj.qu114.com/,加油;林俊杰/mc hotdog;90;励志,192.0,1119.79
1206,2015-4-15,http://www.99inf.com/,爱让世界更美;童安格;90;励志,77.0,1704.55
1207,2015-5-30,http://www.apinpai.com/,the climb;miley cyrus;80;励志,284.0,1552.59
1208,2015-4-2,http://www.yifawang.cn/,壮志雄心;李克勤;90;励志,75.0,1160.81
1209,2015-8-22,http://www.99inf.com/,屋顶;温岚;80;励志,171.0,1333.68
1210,2015-12-17,http://www.movie.com/bor/12386／,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;,,
1211,2015-4-5,http://www.waaku.com/,从头再来;刘欢;90;励志,126.0,1539.73
1212,2015-6-11,http://www.mouxiao.com/,忘记拥抱;a-lin;80;伤感,137.0,547.45
1213,2015-3-10,http://www.alifenfen.com/,最冷一天;陈奕迅;90;伤感,236.0,724.51
1214,2015-3-20,http://www.alifenfen.com/,我心是海洋;蔡琴;80;励志,257.0,379.95
1215,2015-12-11,http://www.movie.com/bor/12386／,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;,,
1216,2015-7-29,http://www.waaku.com/,一起走过的日子;刘德华;80;伤感,208.0,1867.18
1217,2015-12-26,http://www.movie.com/bor/,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;,,
1218,2015-12-28,http://www.movie.com/bor/12386／,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
1219,2015-6-18,http://info.tianya.cn,让我们荡起双桨;小蓓蕾组合;90;儿歌,56.0,658.35
